  1.00000000000000002E-003   1.2689749944961115       5.18215266621754712E-009
  2.00000000000000004E-003   1.3231226531883880       1.03643053324350942E-008
  3.00000000000000006E-003   1.3548357497575858       1.55464579986526414E-008
  4.00000000000000008E-003   1.3773634192215498       2.07286106648701885E-008
  5.00000000000000010E-003   1.3948579494742068       2.59107633310877356E-008
  6.00000000000000012E-003   1.4091688999372385       3.10929159973052827E-008
  7.00000000000000015E-003   1.4212828865952836       3.62750686635228298E-008
  8.00000000000000017E-003   1.4317888327709187       4.14572213297403770E-008
  9.00000000000000105E-003   1.4410666066701274       4.66393739959579241E-008
  1.00000000000000002E-002   1.4493755799005354       5.18215266621754712E-008
  1.09999999999999994E-002   1.4569007518038481       5.70036793283930117E-008
  1.20000000000000002E-002   1.4637787191222786       6.21858319946105654E-008
  1.30000000000000011E-002   1.4701132149682694       6.73679846608281126E-008
  1.40000000000000003E-002   1.4759848727547857       7.25501373270456597E-008
  1.49999999999999994E-002   1.4814576133753024       7.77322899932631936E-008
  1.60000000000000003E-002   1.4865829667998833       8.29144426594807539E-008
  1.70000000000000012E-002   1.4914030812190879       8.80965953256983010E-008
  1.80000000000000021E-002   1.4959528707733289       9.32787479919158482E-008
  1.89999999999999995E-002   1.5002615818230740       9.84609006581333820E-008
  2.00000000000000004E-002   1.5043539569994449       1.03643053324350942E-007
  2.10000000000000013E-002   1.5082511149518869       1.08825205990568490E-007
  2.19999999999999987E-002   1.5119712252509454       1.14007358656786023E-007
  2.29999999999999996E-002   1.5155300331448054       1.19189511323003571E-007
  2.40000000000000005E-002   1.5189412725516669       1.24371663989221131E-007
  2.50000000000000014E-002   1.5222169946893125       1.29553816655438665E-007
  2.60000000000000023E-002   1.5253678322122823       1.34735969321656225E-007
  2.69999999999999997E-002   1.5284032134724841       1.39918121987873759E-007
  2.80000000000000006E-002   1.5313315377948618       1.45100274654091319E-007
  2.90000000000000015E-002   1.5341603199821237       1.50282427320308853E-007
  2.99999999999999989E-002   1.5368963103117073       1.55464579986526387E-007
  3.09999999999999998E-002   1.5395455948495520       1.60646732652743947E-007
  3.20000000000000007E-002   1.5421136798323152       1.65828885318961508E-007
  3.30000000000000016E-002   1.5446055630610249       1.71011037985179042E-007
  3.40000000000000024E-002   1.5470257946338213       1.76193190651396602E-007
  3.50000000000000033E-002   1.5493785288728592       1.81375343317614162E-007
  3.60000000000000042E-002   1.5516675689344295       1.86557495983831696E-007
  3.69999999999999982E-002   1.5538964053056354       1.91739648650049230E-007
  3.79999999999999991E-002   1.5560682491662279       1.96921801316266764E-007
  3.89999999999999999E-002   1.5581860614161609       2.02103953982484324E-007
  4.00000000000000008E-002   1.5602525780275152       2.07286106648701885E-007
  4.10000000000000017E-002   1.5622703322655405       2.12468259314919419E-007
  4.20000000000000026E-002   1.5642416742316299       2.17650411981136979E-007
  4.30000000000000035E-002   1.5661687881064479       2.22832564647354539E-007
  4.39999999999999974E-002   1.5680537074105303       2.28014717313572047E-007
  4.49999999999999983E-002   1.5698983285497528       2.33196869979789607E-007
  4.59999999999999992E-002   1.5717044228719041       2.38379022646007141E-007
  4.70000000000000001E-002   1.5734736474265376       2.43561175312224675E-007
  4.80000000000000010E-002   1.5752075545919408       2.48743327978442262E-007
  4.90000000000000019E-002   1.5769076007094109       2.53925480644659796E-007
  5.00000000000000028E-002   1.5785751538451966       2.59107633310877330E-007
  5.10000000000000037E-002   1.5802115007837654       2.64289785977094916E-007
  5.20000000000000046E-002   1.5818178533419873       2.69471938643312450E-007
  5.29999999999999985E-002   1.5833953540818462       2.74654091309529984E-007
  5.39999999999999994E-002   1.5849450814891566       2.79836243975747518E-007
  5.50000000000000003E-002   1.5864680546770882       2.85018396641965052E-007
  5.60000000000000012E-002   1.5879652376658717       2.90200549308182639E-007
  5.70000000000000021E-002   1.5894375432837131       2.95382701974400173E-007
  5.80000000000000029E-002   1.5908858367284415       3.00564854640617706E-007
  5.90000000000000038E-002   1.5923109388246945       3.05747007306835293E-007
  5.99999999999999978E-002   1.5937136290073557       3.10929159973052774E-007
  6.09999999999999987E-002   1.5950946480583845       3.16111312639270361E-007
  6.19999999999999996E-002   1.5964547006211169       3.21293465305487895E-007
  6.30000000000000004E-002   1.5977944575133867       3.26475617971705429E-007
