  1.00000000000000005E-004   1.2943281691840887       5.18215266621754691E-010  5.18215266621754691E-010   1.2300972571056747        1.2304488428867961        1.2309059044022541        1.2300000000000000     
  2.00000000000000010E-004   1.3038266116154631       1.03643053324350938E-009  1.03643053324350938E-009   1.2301945142113495        1.2308976701490044        1.2318117728679558        1.2300000000000000     
  3.00000000000000028E-004   1.3095696945359774       1.55464579986526418E-009  1.55464579986526418E-009   1.2302917713170243        1.2313464661682847        1.2327175694749233        1.2300000000000000     
  4.00000000000000019E-004   1.3137751034902574       2.07286106648701877E-009  2.07286106648701877E-009   1.2303890284226995        1.2317952153387870        1.2336232583297009        1.2300000000000000     
  5.00000000000000010E-004   1.3171378990962181       2.59107633310877356E-009  2.59107633310877356E-009   1.2304862855283742        1.2322439020733766        1.2345288035818798        1.2300000000000000     
  6.00000000000000056E-004   1.3199676806298053       3.10929159973052835E-009  3.10929159973052835E-009   1.2305835426340490        1.2326925108098434        1.2354341694383764        1.2300000000000000     
  6.99999999999999993E-004   1.3224295927617802       3.62750686635228274E-009  3.62750686635228274E-009   1.2306807997397238        1.2331410260170794        1.2363393201776416        1.2300000000000000     
  8.00000000000000038E-004   1.3246222066343225       4.14572213297403753E-009  4.14572213297403753E-009   1.2307780568453985        1.2335894322012226        1.2372442201637941        1.2300000000000000     
  9.00000000000000084E-004   1.3266090974769777       4.66393739959579274E-009  4.66393739959579274E-009   1.2308753139510733        1.2340377139117626        1.2381488338606588        1.2300000000000000     
  1.00000000000000002E-003   1.3284336692826759       5.18215266621754712E-009  5.18215266621754712E-009   1.2309725710567485        1.2344858557475944        1.2390531258456943        1.2300000000000000     
  1.10000000000000007E-003   1.3301268760533687       5.70036793283930150E-009  5.70036793283930150E-009   1.2310698281624233        1.2349338423630203        1.2399570608237962        1.2300000000000000     
  1.20000000000000011E-003   1.3317115691581165       6.21858319946105671E-009  6.21858319946105671E-009   1.2311670852680980        1.2353816584736912        1.2408606036409624        1.2300000000000000     
  1.30000000000000016E-003   1.3332050985868473       6.73679846608281192E-009  6.73679846608281192E-009   1.2312643423737728        1.2358292888624811        1.2417637192978019        1.2300000000000000     
  1.39999999999999999E-003   1.3346209474563508       7.25501373270456547E-009  7.25501373270456547E-009   1.2313615994794476        1.2362767183852863        1.2426663729628769        1.2300000000000000     
  1.50000000000000003E-003   1.3359698012433450       7.77322899932632068E-009  7.77322899932632068E-009   1.2314588565851223        1.2367239319767487        1.2435685299858630        1.2300000000000000     
  1.60000000000000008E-003   1.3372602712351458       8.29144426594807506E-009  8.29144426594807506E-009   1.2315561136907971        1.2371709146558916        1.2444701559105142        1.2300000000000000     
  1.70000000000000012E-003   1.3384993982731890       8.80965953256982944E-009  8.80965953256982944E-009   1.2316533707964723        1.2376176515316670        1.2453712164874200        1.2300000000000000     
  1.80000000000000017E-003   1.3396930122938162       9.32787479919158548E-009  9.32787479919158548E-009   1.2317506279021471        1.2380641278084046        1.2462716776865392        1.2300000000000000     
  1.90000000000000000E-003   1.3408459945313767       9.84609006581333820E-009  9.84609006581333820E-009   1.2318478850078218        1.2385103287911630        1.2471715057095065        1.2300000000000000     
  2.00000000000000004E-003   1.3419624723886885       1.03643053324350942E-008  1.03643053324350942E-008   1.2319451421134966        1.2389562398909719        1.2480706670016899        1.2300000000000000     
  2.10000000000000030E-003   1.3430459667143679       1.08825205990568503E-008  1.08825205990568503E-008   1.2320423992191714        1.2394018466299634        1.2489691282639930        1.2300000000000000     
  2.20000000000000013E-003   1.3440995047884781       1.14007358656786030E-008  1.14007358656786030E-008   1.2321396563248461        1.2398471346463886        1.2498668564643940        1.2300000000000000     
  2.29999999999999996E-003   1.3451257081731796       1.19189511323003574E-008  1.19189511323003574E-008   1.2322369134305209        1.2402920896995149        1.2507638188492070        1.2300000000000000     
  2.40000000000000022E-003   1.3461268618536260       1.24371663989221134E-008  1.24371663989221134E-008   1.2323341705361961        1.2407366976743961        1.2516599829540560        1.2300000000000000     
  2.50000000000000005E-003   1.3471049692561692       1.29553816655438678E-008  1.29553816655438678E-008   1.2324314276418709        1.2411809445865170        1.2525553166145567        1.2300000000000000     
  2.60000000000000031E-003   1.3480617964702220       1.34735969321656238E-008  1.34735969321656238E-008   1.2325286847475456        1.2416248165863064        1.2534497879766955        1.2300000000000000     
  2.70000000000000014E-003   1.3489989081205038       1.39918121987873766E-008  1.39918121987873766E-008   1.2326259418532204        1.2420682999635142        1.2543433655068961        1.2300000000000000     
