  1.00000000000000002E-003   1.0906469481239369       5.18215266621754712E-009  5.18215266621754712E-009
  2.00000000000000004E-003   1.1362963954876295       1.03643053324350942E-008  1.03643053324350942E-008
  3.00000000000000006E-003   1.1630182153602817       1.55464579986526414E-008  1.55464579986526414E-008
  4.00000000000000008E-003   1.1819906637387616       2.07286106648701885E-008  2.07286106648701885E-008
  5.00000000000000010E-003   1.1967168860574542       2.59107633310877356E-008  2.59107633310877356E-008
  6.00000000000000012E-003   1.2087572768839401       3.10929159973052827E-008  3.10929159973052827E-008
  7.00000000000000015E-003   1.2189441982462106       3.62750686635228298E-008  3.62750686635228298E-008
  8.00000000000000017E-003   1.2277744961165185       4.14572213297403770E-008  4.14572213297403770E-008
  9.00000000000000105E-003   1.2355686463440303       4.66393739959579241E-008  4.66393739959579241E-008
  1.00000000000000002E-002   1.2425454675952958       5.18215266621754712E-008  5.18215266621754712E-008
  1.09999999999999994E-002   1.2488610343239654       5.70036793283930117E-008  5.70036793283930117E-008
  1.20000000000000002E-002   1.2546305861383980       6.21858319946105654E-008  6.21858319946105654E-008
  1.30000000000000011E-002   1.2599416372711445       6.73679846608281126E-008  6.73679846608281126E-008
  1.40000000000000003E-002   1.2648622139218362       7.25501373270456597E-008  7.25501373270456597E-008
  1.49999999999999994E-002   1.2694462427996318       7.77322899932631936E-008  7.77322899932631936E-008
  1.60000000000000003E-002   1.2737371970343438       8.29144426594807539E-008  8.29144426594807539E-008
  1.70000000000000012E-002   1.2777706348371691       8.80965953256983010E-008  8.80965953256983010E-008
  1.80000000000000021E-002   1.2815760114293810       9.32787479919158482E-008  9.32787479919158482E-008
  1.89999999999999995E-002   1.2851780004234714       9.84609006581333820E-008  9.84609006581333820E-008
  2.00000000000000004E-002   1.2885974758721730       1.03643053324350942E-007  1.03643053324350942E-007
  2.10000000000000013E-002   1.2918522544657201       1.08825205990568490E-007  1.08825205990568490E-007
  2.19999999999999987E-002   1.2949576649120405       1.14007358656786023E-007  1.14007358656786023E-007
  2.29999999999999996E-002   1.2979269906463557       1.19189511323003571E-007  1.19189511323003571E-007
  2.40000000000000005E-002   1.3007718182511627       1.24371663989221131E-007  1.24371663989221131E-007
  2.50000000000000014E-002   1.3035023147037106       1.29553816655438665E-007  1.29553816655438665E-007
  2.60000000000000023E-002   1.3061274502146258       1.34735969321656225E-007  1.34735969321656225E-007
  2.69999999999999997E-002   1.3086551789882774       1.39918121987873759E-007  1.39918121987873759E-007
  2.80000000000000006E-002   1.3110925870936063       1.45100274654091319E-007  1.45100274654091319E-007
