  1.00000000000000002E-003   1.4285353521325452       5.18215266621754712E-009  5.18215266621754712E-009
  2.00000000000000004E-003   1.4741571359411352       1.03643053324350942E-008  1.03643053324350942E-008
  3.00000000000000006E-003   1.5008520819300302       1.55464579986526414E-008  1.55464579986526414E-008
  4.00000000000000008E-003   1.5197977730975580       2.07286106648701885E-008  2.07286106648701885E-008
  5.00000000000000010E-003   1.5344972719512560       2.59107633310877356E-008  2.59107633310877356E-008
  6.00000000000000012E-003   1.5465109525954304       3.10929159973052827E-008  3.10929159973052827E-008
  7.00000000000000015E-003   1.5566711700463753       3.62750686635228298E-008  3.62750686635228298E-008
  8.00000000000000017E-003   1.5654747673474518       4.14572213297403770E-008  4.14572213297403770E-008
  9.00000000000000105E-003   1.5732422189486042       4.66393739959579241E-008  4.66393739959579241E-008
  1.00000000000000002E-002   1.5801923427794222       5.18215266621754712E-008  5.18215266621754712E-008
  1.09999999999999994E-002   1.5864812128754473       5.70036793283930117E-008  5.70036793283930117E-008
  1.20000000000000002E-002   1.5922240685934961       6.21858319946105654E-008  6.21858319946105654E-008
  1.30000000000000011E-002   1.5975084240074267       6.73679846608281126E-008  6.73679846608281126E-008
  1.40000000000000003E-002   1.6024023052127412       7.25501373270456597E-008  7.25501373270456597E-008
  1.49999999999999994E-002   1.6069596388479761       7.77322899932631936E-008  7.77322899932631936E-008
  1.60000000000000003E-002   1.6112238979936762       8.29144426594807539E-008  8.29144426594807539E-008
  1.70000000000000012E-002   1.6152306408258206       8.80965953256983010E-008  8.80965953256983010E-008
  1.80000000000000021E-002   1.6190093225399687       9.32787479919158482E-008  9.32787479919158482E-008
  1.89999999999999995E-002   1.6225846167294806       9.84609006581333820E-008  9.84609006581333820E-008
  2.00000000000000004E-002   1.6259773974326206       1.03643053324350942E-007  1.03643053324350942E-007
  2.10000000000000013E-002   1.6292054813285126       1.08825205990568490E-007  1.08825205990568490E-007
  2.19999999999999987E-002   1.6322841971164426       1.14007358656786023E-007  1.14007358656786023E-007
  2.29999999999999996E-002   1.6352268282248272       1.19189511323003571E-007  1.19189511323003571E-007
  2.40000000000000005E-002   1.6380449612307451       1.24371663989221131E-007  1.24371663989221131E-007
  2.50000000000000014E-002   1.6407487631070916       1.29553816655438665E-007  1.29553816655438665E-007
  2.60000000000000023E-002   1.6433472040609585       1.34735969321656225E-007  1.34735969321656225E-007
  2.69999999999999997E-002   1.6458482382938242       1.39918121987873759E-007  1.39918121987873759E-007
  2.80000000000000006E-002   1.6482589518722444       1.45100274654091319E-007  1.45100274654091319E-007
  2.90000000000000015E-002   1.6505856846387477       1.50282427320308853E-007  1.50282427320308853E-007
  2.99999999999999989E-002   1.6528341314468400       1.55464579986526387E-007  1.55464579986526387E-007
  3.09999999999999998E-002   1.6550094267903641       1.60646732652743947E-007  1.60646732652743947E-007
  3.20000000000000007E-002   1.6571162159922466       1.65828885318961508E-007  1.65828885318961508E-007
  3.30000000000000016E-002   1.6591587154355021       1.71011037985179042E-007  1.71011037985179042E-007
  3.40000000000000024E-002   1.6611407638001905       1.76193190651396602E-007  1.76193190651396602E-007
  3.50000000000000033E-002   1.6630658658713613       1.81375343317614162E-007  1.81375343317614162E-007
  3.60000000000000042E-002   1.6649372301742220       1.86557495983831696E-007  1.86557495983831696E-007
  3.69999999999999982E-002   1.6667578014517235       1.91739648650049230E-007  1.91739648650049230E-007
  3.79999999999999991E-002   1.6685302888101492       1.96921801316266764E-007  1.96921801316266764E-007
  3.89999999999999999E-002   1.6702571902081098       2.02103953982484324E-007  2.02103953982484324E-007
  4.00000000000000008E-002   1.6719408138446030       2.07286106648701885E-007  2.07286106648701885E-007
  4.10000000000000017E-002   1.6735832969057161       2.12468259314919419E-007  2.12468259314919419E-007
  4.20000000000000026E-002   1.6751866220519842       2.17650411981136979E-007  2.17650411981136979E-007
  4.30000000000000035E-002   1.6767526319654968       2.22832564647354539E-007  2.22832564647354539E-007
  4.39999999999999974E-002   1.6782830422244439       2.28014717313572047E-007  2.28014717313572047E-007
  4.49999999999999983E-002   1.6797794527307055       2.33196869979789607E-007  2.33196869979789607E-007
  4.59999999999999992E-002   1.6812433578813362       2.38379022646007141E-007  2.38379022646007141E-007
  4.70000000000000001E-002   1.6826761556460723       2.43561175312224675E-007  2.43561175312224675E-007
  4.80000000000000010E-002   1.6840791556890933       2.48743327978442262E-007  2.48743327978442262E-007
  4.90000000000000019E-002   1.6854535866532974       2.53925480644659796E-007  2.53925480644659796E-007
  5.00000000000000028E-002   1.6868006027086322       2.59107633310877330E-007  2.59107633310877330E-007
